Job_ID,Location,Title,Company,Date,Link,Description
4220527991,Cairo,Associate Integration Engineer,Sumerge,2025-05-01,https://eg.linkedin.com/jobs/view/associate-integration-engineer-at-sumerge-4220527991?position=1&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=UmWspFWNzOR%2B0cYUX31SdQ%3D%3D,"Sumerge Application Integration Engineers are pivotal in driving seamless connectivity across diverse systems and applications, enabling organizations to achieve greater agility and efficiency. Our team is engaged in transformative projects that integrate cutting-edge technologies, ensuring that our clients can leverage their data and processes to enhance operational performance and customer satisfaction. As leaders in the field, we are committed to developing integration solutions that not only address current business needs but also position our clients for future success. Responsibilities Develop new interfaces, message flows, and integration points using IBM Integration Bus (IIB)/App Connect Enterprise (ACE) Administrates the deployed interfaces and manages integration servers on IIB/ACE Develops new functionalities on MQ by creating proper message queues and channelling Develops and unit tests IIB/ACE message flows using various integration technologies e.g. IIB toolkit, SOAP UI, Postman...etc Prepares project-related artefacts during various phases of the project e.g. Integration Catalogue, and Design documents Participates in all aspects of the Software Development Lifecycle (SDLC) including analysis, definition, design, implementation, testing, delivery and support Requirements Bachelor's degree in Computer Science 0-2 years of relevant experience "
4219537252,Cairo,Back End Developer,FlairsTech,2025-05-01,https://eg.linkedin.com/jobs/view/back-end-developer-at-flairstech-4219537252?position=3&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=NXIHSpyCl7Pm1m6N5gZhMQ%3D%3D,"Role responsibilities: Participation in the conception, development and rollout of national and international software projects. Further development of existing solutions. Contribution of own concepts and ideas for product development. Supporting the account managers in analyzing and mapping requirements. Working in close contact with and at our customers in workshops and user interviews. Assuming team/customer and technology responsibility. Required skills: German : fluent B2 : C1 & English: good basic knowledge Degree in application development (e.g. IT specialist, business IT specialist or comparable qualification) Good communication skills Structured, goal-oriented way of working with good analytical skills Good programming skills and solid experience in object- and component-oriented development with Visual Basic and C# Good knowledge in HTML, CSS, JavaScript as well as XML Good knowledge of standard SQL for database access and the creation of database objects (ORACLE / MS SQL-Server) Ability to develop applications in a structured way in a team, to recognize and maintain hierarchical structures of components Enthusiasm for new topics and ability to learn new things Technology Stack: Object and component-oriented development with Visual Basic (vb.net is essential), C#. Websites with ASP.NET, HTML, CSS, JavaScript as well as XML. Apps for Android and iOS with XAMARIN, programming language C#. WCF web services with C# programming language. Database queries, procedures, functions and triggers in the DBMS Oracle and SQL Server. "
4212146073,Cairo,Principal Software Engineer,Orascom Investment Holding,2025-04-17,https://eg.linkedin.com/jobs/view/principal-software-engineer-at-orascom-investment-holding-4212146073?position=4&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=K67kksviq4aLcgkVRU8CMg%3D%3D,"Position: Principal Software Engineer Organization: O-Trade & Logistics Job Description: The Principal Software Engineer will provide technical leadership and strategic direction for the development and maintenance of high-quality, scalable, and performant software solutions using the .NET framework. This role will drive innovation, mentor team members, and ensure adherence to best practices, contributing to the overall success of the organization. Key Responsibilities: Technical Leadership and Architecture: Design and implement complex, enterprise-grade software architectures using the .NET stack (e.g., ASP.NET Core, Entity Framework, C#). Provide technical guidance and mentorship to software engineers, fostering a culture of excellence and continuous improvement. Evaluate and select appropriate technologies, frameworks, and tools to meet project requirements. Conduct code reviews and ensure adherence to coding standards and best practices. Define and maintain architectural patterns and design principles. Lead technical discussions and decision-making processes. Software Development and Implementation: Develop and maintain high-quality, scalable, and secure software applications. Write clean, efficient, and well-documented code. Troubleshoot and resolve complex technical issues. Optimize application performance and ensure system stability. Implement and maintain automated testing strategies (unit, integration, and end-to-end). Work with databases, including design, optimization, and query tuning. Collaboration and Communication: Collaborate with product managers, designers, and other stakeholders to define requirements and deliver solutions. Communicate effectively with technical and non-technical audiences. Participate in agile development processes, including sprint planning, daily stand-ups, and retrospectives. Document technical designs, specifications, and procedures. Contribute to the creation of roadmaps. Continuous Improvement: Stay up to date with the latest .NET technologies and industry trends. Identify and implement opportunities to improve software development processes and tools. Conduct research and development to explore new technologies and approaches. Promote and implement DevOps practices. Qualifications: Bachelor's or masters degree in Computer Science, Software Engineering, or a related field. 8+ years of experience in software development, with a strong focus on the .NET stack. Proven experience in designing and implementing complex software architectures. Extensive experience with C#, ASP.NET Core, Entity Framework, and related technologies. Experience with cloud platforms (e.g., Azure, AWS) is highly desirable. Experience with microservices architecture and containerization (Docker, Kubernetes) is a plus. Proven experience with relational databases (e.g., SQL Server, PostgreSQL) and NoSQL databases. Expert-level knowledge of the .NET framework and related technologies. Strong understanding of software design patterns and principles. Proficiency in object-oriented programming and design. Experience with RESTful APIs and web services. Knowledge of front-end technologies (e.g., JavaScript, Angular, React) is a plus. Strong understanding of software testing methodologies and tools. Experience with CI/CD pipelines and DevOps practices. Strong knowledge of security best practices. Excellent problem-solving and analytical skills. Strong leadership skills. Effective communication and collaboration skills. Ability to work independently and as part of a team. Strong attention to detail and a commitment to quality. Ability to adapt to change. "
4132149064,Cairo,"Deloitte Innovation Hub | Full Stack Engineer, Cairo, Egypt",Deloitte,2025-04-21,https://eg.linkedin.com/jobs/view/deloitte-innovation-hub-full-stack-engineer-cairo-egypt-at-deloitte-4132149064?position=5&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=8T6Sa0TPNPhYuaHDIhJPfw%3D%3D,"Full Stack Engineer, Cairo, Egypt The Opportunity We imagine new ways to solve challenges for some of the biggest brands in the world. We're proven and trusted to do this at scale. We develop and operate digital solutions by colliding deep technical expertise with the power of creativity. We are looking for candidates with Engineering , and Cloud expertise to join us, working in fast-paced teams with other highly talented, fun, and motivated colleagues. We encourage consideration of flexible ways of working, both formal and informal arrangements that allow for the best outcomes for our people and our clients. If this opportunity is of interest to you with some flexibility, please do discuss with us. Your role As a Graduate Software Engineer – Full Stack Engineer, you are responsible for delivering innovative software projects as part of a team. You are encouraged to devise innovative solutions to help our clients address their biggest challenges including developing modern platforms. Responsibilities Our projects vary greatly and your responsibilities will differ based on the focus of the client engagement and your skillset, but could include and may require you to: Write clean, high-quality code in at least one of the following languages (JavaScript/TypeScript, Java, C#) and are comfortable with Object-Oriented concepts; Develop experience with modern frontend framework(s) such as React; Proven track record in developing on Cloud platforms especially serverless applications (Azure or AWS); Knowing how to approach data access, integration problems using API design patterns, messaging & pub/sub. Know how to build modular solutions that are robust and testable through the SDLC using unit testing, logging, tracing etc. Being a Leader at Deloitte Cultural fit and purpose-led leadership is crucial for Deloitte. Our leaders always set the example and inspire their colleagues. They make quality time for people and take an interest in them. They know what matters to people - both inside and outside work – and value them as individuals; always finding opportunities to develop them while showing respect and appreciation. We Expect Colleagues At All Levels To Embrace And Live Our Purpose And Our Leadership Culture By Challenging Themselves To Identify Issues That Are Most Important For Our Clients, Our People, And For Society And Make An Impact That Matters. We Know Leadership Comes In All Shapes And Sizes, But Our Leadership Charter Helps All Of Our People Understand What We’re Looking For We live our purpose: we act as a role model, embracing and living our purpose and values, and recognising others for the impact they make We develop talent: we develop high-performing people and teams through challenging and meaningful opportunities We drive performance: we deliver exceptional client service; maximise results and drive high performance from people while fostering collaboration across businesses and borders We believe positive influence can make an impact that matters: we influence clients, teams, and individuals positively, leading by example and establishing confident relationships with increasingly senior people We move, together, towards a strategic direction: we understand key objectives for clients and Deloitte, aligning people to objectives and setting priorities and direction. "
4222819563,Cairo,SSP - R&D Front End Developer Intern,Siemens,2025-05-06,https://eg.linkedin.com/jobs/view/ssp-r-d-front-end-developer-intern-at-siemens-4222819563?position=6&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=tmHaNA7mL4JM60Rs4l%2BrTA%3D%3D,"Siemens Digital Industry Software – Tomorrow with Us! Meet the team - Video Main responsibilities : Design, improve, implement, software that meets functionality, usability, reliability, and performance requirements. Develop software to compile and run under different platforms using C++ and Web frameworks. Implement UI Components using React. Participate in UI/UX Design. Innovate in improving code efficiency across solutions. Automate repetitive tasks through scripting (e.g., Python, Bash). Qualifications: 3rd or 4rth Computer Engineering or Computer Science undergraduates. Computer Science fundamentals in object-oriented design, data structures, algorithm design and analysis. Experience in C++. Experience in Web Development basics: HTML, CSS, … Strong knowledge of React. Strong knowledge of modern JavaScript, TypeScript, and React ecosystem (React, Redux, React Router, etc.). Strong understanding of UI/UX best practices. Ability to write clean, modu6Car, and testable code that adheres to established coding standards. Knowledge of component-driven development and design system principles. Experience with build tools, testing frameworks, and CI/CD pipelines (e.g. Jenkins, GitLab CI). Knowledge of scripting languages like Python, Bash, or similar is a plus. Ability to work under Linux OS. Excellent problem-solving and communication skills. Ability to work independently and as part of a team. Good written and verbal communication skills. Why Working at Siemens Software? We are an equal opportunity employer and value diversity at our company. We do not discriminate based on race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We are Siemens A collection of over 377,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit, and business need. #SSP "
4208144481,Cairo,Integration Developer,NBK Egypt,2025-04-16,https://eg.linkedin.com/jobs/view/integration-developer-at-nbk-egypt-4208144481?position=7&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=3q9TNR0kh5DdOoS0NJJyOg%3D%3D,Graduate of computer science or computer engineering is a must Experience in integration and Automation design & modeling. Experience in banking industry systems and/or applications and their technologies. Technical knowledge in Integration and/or automation. Fair understanding of business cycles in various banking units. Integration architecture and design patterns. IBM App Connect Enterprise. IBM DataPower. IBM API Connect. IBM MQ. Webmethods 2 to 5 years in IT industry as IT specialist in a field related to integration and/or automation 
4131814420,Cairo,"Deloitte Innovation Hub I Senior Backend Developer, Cairo, Egypt",Deloitte,2025-04-23,https://eg.linkedin.com/jobs/view/deloitte-innovation-hub-i-senior-backend-developer-cairo-egypt-at-deloitte-4131814420?position=8&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=vT0HbRYWSjB0kuc1XlLZhg%3D%3D,"Senior Backend Developer, Cairo, Egypt Connect to your career at Deloitte Deloitte drives progress. Using our vast range of expertise, that covers audit, risk advisory, and consulting services across tax, legal, business, technology, and corporate finance, we help our clients’ become leaders wherever they choose to compete. To do this, we invest in outstanding people. We build teams of future thinkers, with diverse talents and backgrounds, and empower them all to reach for and achieve more. What brings us all together at Deloitte? It’s how we approach the thousands of decisions we make every day. How we behave, our beliefs and our attitudes. In other words: our values. Whatever we do, wherever we are in the world, we lead the way, serve with integrity, take care of each other, foster inclusion, and collaborate for measurable impact. These five shared values lead every decision we make and action we take, guiding us to deliver impact how and where it matters most. Connect to your opportunity Database Management: Backend developers design and manage the database systems that store and retrieve data for the application. This includes creating, optimizing, and maintaining database schemas, writing database queries, and ensuring data integrity and security. API Development: Backend developers build and maintain application programming interfaces (APIs) that allow the frontend and other services to communicate with the backend. This involves designing RESTful or GraphQL APIs, implementing endpoints, and handling data requests and responses. Server-Side Logic: They write the server-side code that executes business logic and processes user requests. This may involve implementing user authentication, authorization, and business rules. They ensure that the application functions correctly and efficiently on the server. Security and Performance: Backend developers are responsible for implementing security measures to protect the application and its data, such as user authentication, encryption, and access control. They also optimize the server-side code and database queries to enhance application performance. Integration: Backend developers often work on integrating third-party services and APIs into the application. This can include payment gateways, social media platforms, external databases, or other microservices. Connect To Your Skills And Professional Experience. 3 - 6 years of experience. Java and Kotlin Proficiency: You should have strong programming skills in both Java and Kotlin. Be able to write clean, efficient, and maintainable code in these languages. Android Development: Proficiency in Android app development, including building user interfaces, handling user input, and working with Android's APIs and components. Server-Side Development: Excel in server-side development, including creating RESTful or GraphQL APIs, handling data processing and storage, and managing server infrastructure. Database Management: Experience in designing, querying, and managing databases, both on the mobile device (SQLite) and on the server (e.g., MySQL, PostgreSQL, or NoSQL databases). Security Best Practices: Knowledge of security measures in mobile and server development, including authentication, authorization, data encryption, and protection against common security vulnerabilities. API Integration: Proficiency in integrating mobile apps with backend services, third-party APIs, and web services. Performance Optimization: Experience in optimizing mobile app and server performance to ensure efficient data retrieval, processing, and response times. Cross-Platform Development: Familiarity with cross-platform development frameworks like Flutter or React Native, which allow the development of mobile apps for both Android and iOS using a single codebase. Connect to your service line - Consulting Distinctive thinking, deep expertise, and collaborative working. That’s what connects us. That’s what makes us Deloitte. If you want to help solve some of the biggest challenges around, join us. Together, we’ll make an impact that matters. Personal independence Regulation and controls are standard practice in our industry and Deloitte is no exception. These controls provide important legal protection for both you and the firm. We are subject to several audit regulations, one of which requires that certain colleagues abide by specific personal independence constraints. This can mean that you and your ""Immediate Family Members"" are not permitted to hold certain financial interests (shares, funds, bonds etc.) with audit clients of the firm. The recruitment team will provide further detail as you progress through the recruitment process. Connect to your Industry “What attracted me to Deloitte were the endless opportunities and the collective experience of other like-minded individuals. Deloitte’s clients include many of the world’s largest organisations; I wanted to be part of a team that made a difference that I could be proud of.” Dan, Consulting Connect with your colleagues Location: Cairo. Egypt Your Work, Your Way: We call our hybrid working vision Deloitte Works. And it does. We trust you to make the right choices around where, when, and how you work. You’ll be able to make decisions about how you work best, to be collaborative, learn from colleagues, share your experiences, build the relationships that will fuel your career and prioritise your wellbeing. Having great conversations with your team and your leadership paves the way for great collaborative ways of working. Connect to your agile working options Your Work, Your Way: We call our hybrid working vision Deloitte Works. And it does. We trust you to make the right choices around where, when, and how you work. You’ll be able to make decisions about how you work best, to be collaborative, learn from colleagues, share your experiences, build the relationships that will fuel your career and prioritise your wellbeing. Having great conversations with your team and your leadership paves the way for great collaborative ways of working Our commitment to you Making an impact is more than just what we do: it’s why we’re here. So we work hard to create an environment where you can experience a purpose you believe in, the freedom to be you, and the capacity to go further than ever before. We want you. The true you. Your own strengths, perspective, and personality. So, we’re nurturing a culture where everyone belongs, feels supported and heard, and is empowered to make a valuable, personal contribution. You can be sure we’ll take your wellbeing seriously, too. Because it’s only when you’re comfortable and at your best that you can make the kind of impact you, and we, live for. Your expertise is our capability, so we’ll make sure it never stops growing. Whether it’s from the complex work you do, or the people you collaborate with, you’ll learn every day. Through world-class development, you’ll gain invaluable technical and personal skills. Whatever your level, you’ll learn how to lead. Connect to your next step A career at Deloitte is an opportunity to develop in any direction you choose. Join us and you’ll experience a purpose you can believe in and an impact you can see. You’ll be free to bring your true self to work every day. And you’ll never stop growing, whatever your level. "
4224627509,Cairo,SSP - R&D RTL Developer Intern,Siemens,2025-05-09,https://eg.linkedin.com/jobs/view/ssp-r-d-rtl-developer-intern-at-siemens-4224627509?position=9&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=u6XGVMzj%2F5TX6sDdRZ8XPw%3D%3D,"Siemens Digital Industry Software – Tomorrow with Us! Meet the team - Video Based: Cairo, Egypt. Hybrid Siemens Digital Industries Software is a leading provider of solutions for the design, simulation, and manufacture of products across many different industries. Formula 1 cars, skyscrapers, ships, space exploration vehicles, and many of the objects we see in our daily lives are being conceived and manufactured using our Product Lifecycle Management (PLM) software. We offer a role with responsibility, independence, and the possibility to give proactively, by encouraging a collaboration culture with room for individual development. The R&D team is looking for a summer intern to work as an RTL Development Engineer. Start your career with the Strategic Student Program (SSP)! The SSP is our formal internship programs at SIEMENS Software. You will be mentored by guides and work directly with costumers to create direct business impact and again invaluable professional experience! The program is a 2 months summer internship (July & August) 2025. There will be opportunity to learn and contribute in a variety of areas of the software development process, with emphasis on a number of achievable projects to both encourage your development and deliver something useful. Main responsibilities: Implement modular HDL modules to communicate with other modules through pre-defined interfaces. Assist in the design and implementation of new features and modules. Implement testbench environment to verify the new implemented modules. Participate in debugging, and optimization to ensure high-quality product. Stay up-to-date with the latest industry trends and best practices in Verilog, system Verilog & DPI calls. Collaborate with our development team to build and maintain efficient modules. Qualifications: 3rd and 4rth undergraduate students in Computer Engineering or Communication Engineering. Solid experience in Hardware Description Languages such as Verilog , System Verilog is required. Solid experience about Digital/RTL Design Basics is required. Good knowledge with scripting languages such as Shell/Perl, Python and TCL is a Plus. Good knowledge with Linux fundamentals is required. Basic knowledge in prototyping or emulation is a plus. Why Working at Siemens Software? We are an equal opportunity employer and value diversity at our company. We do not discriminate based on race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We are Siemens A collection of over 377,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit, and business need. #SSP "
4215005396,Cairo,Lead Software Engineer / Tech Lead,Simon-Kucher,2025-04-22,https://eg.linkedin.com/jobs/view/lead-software-engineer-tech-lead-at-simon-kucher-4215005396?position=10&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=5J7G2WZQLcCMechNlltI9g%3D%3D,"We are looking for new colleagues to join our fast-growing Simon-Kucher Engine team as Tech Lead/Lead Software Engineer! Simon-Kucher is at the forefront of innovation in our space, inventing business models, algorithms, solutions, and methodologies for unlocking better growth of our clients. And Simon-Kucher Engine’s digital end-to-end solutions deliver sustained top-line impact for our clients. Are you interested in working in a team of digital evangelists with a can-do attitude? Want to experience the dynamics of agile processes in open-minded teams? How about getting creative in a startup atmosphere with a steep development curve and flat hierarchies? And most importantly, do you want to make a difference? Then you've come to the right place. This is a hybrid position with flexible time split between working in our Cairo office and remote working. What you will do Building reliable software solutions: You take technical responsibility for one of our product lines in the pricing domain and design, build and operate reliable, secure and high-performing software solutions. You also lead estimation, design and implementation of new features and projects from a technical perspective. Hands-On development: You actively contribute to coding in a high-output environment. Drive architecture and technical vision: You manage technical debt and develop a long-term tech strategy and roadmap for the software solutions under your responsibility. Operational excellence: You demonstrate operational excellence throughout the product lifecycle, driving continuous improvement and enhancing monitoring, observability, and team productivity. Collaborate across teams: You will closely collaborate with product management and product delivery to drive success for our products. Mentorship and team development: You provide mentorship and coaching to engineers, foster knowledge sharing and establish technical standards. You contribute to team growth through participation in hiring and on-boarding processes. About you: You have a bachelor’s or master's degree in computer science, Software Engineering, Business Information Systems, or a related field. You are experienced in designing, building and running highly available, multi-tenant SaaS solutions. You have experience in data engineering and have contributed to data-driven applications across various domains, including data ingestion, processing, storage, and online analytical processing. You are proficient in technologies in these fields (e.g. Kafka, Spark, Redshift, Cassandra, ClickHouse,….). You are passionate about technology trends and digital innovation and continuous learning, and you enjoy solving problems and translating business needs into digital solutions. You are already working in a technical leadership role. You have a deep understanding in software architecture and system design, especially in data-driven applications, as well as strong expertise in database and data processing systems (OLTP, OLAP). An interest in AI is a plus. You are hands-on and have experience with Java and framework like Spring Boot. You are hands-on and have experience with Python and framework like Django. Frontend Skills (JavaScript/TypeScript) are a plus. You have experience hosting in cloud environments and working closely with DevOps teams You are fluent in English (additional languages like German are an advantage) What makes us special: Advance your career with exciting professional opportunities in our thriving company with an entrepreneurial and startup spirit Add to your experience with our projects that focus on growth, have a positive impact, and truly matter Voice your unique ideas in a corporate culture defined by openness and integrity Feel at home working with our helpful, enthusiastic colleagues who have great team spirit Broaden your perspective with our extensive training curriculum and learning programs (e.g. LinkedIn Learning) Speak your mind in our holistic feedback and development processes (e.g. 360-degree feedback) Satisfy your need for adventure with our opportunities to live and work abroad in one of our many international offices Enjoy our benefits, such as hybrid working, daycare allowance, corporate discounts, and wellbeing support (e.g. Headspace) Enjoy the opportunity to work from multiple locations within Egypt. Unwind in our break areas where you can help yourself to the healthy snacks and beverages provided See another side of your coworkers at our frequent employee events and highly anticipated World Meeting and Holiday Party. Have we sparked your interest? Check out our video and our website . If you’d like to support our team with your expertise, experience, and commitment, we are looking forward to receiving your application About Simon-Kucher Simon-Kucher is a global consultancy with more than 2,000 employees in 30 countries. Our sole focus is on unlocking better growth that drives measurable revenue and profit for our clients. We achieve this by optimizing every lever of their commercial strategy – product, price, innovation, marketing, and sales – based on deep insights into what customers want and value. With nearly 40 years of experience in monetization topics of all kinds, we are regarded as the world’s leading pricing and growth specialist. We believe in building a culture that embraces diversity, equity, and inclusion, creating an environment in which our people feel valued, are able to be themselves and feel their contribution matters. If we get that right, remarkable things will happen; people will grow faster, innovate, feel valued, and create better outcomes for everyone – our people, our clients and, of course, our business. Your personal contact: Yara Farghaly Tel. +201004694209 Better growth starts here. With you. "
4220529046,Cairo,Senior Software Engineer,Tech Mahindra,2025-05-01,https://eg.linkedin.com/jobs/view/senior-software-engineer-at-tech-mahindra-4220529046?position=11&pageNum=0&refId=8wmezmZmQIlBFdNwKR0Phw%3D%3D&trackingId=%2FsFJ93nbqJY3F90tcY75Kg%3D%3D,"Title: Senior Software Engineer Location: Egypt Experience: 6+ Notice Period: Immediate to max 30 Days Working Mode: On-site Company Profile: Tech Mahindra represents the connected world, offering innovative and customer-centric information technology experiences. We #Rise together to create sustainable businesses that can bring about lasting change in our communities – to create an equal world, to be future ready, and to create value. We are 152,000+ professionals across 90 countries, helping 1297 global customers including Fortune 500 companies. Job Description: EXPERIENCE, QUALIFICATIONS & COMPETENCIES Minimum Experience At least 6 years of designing, implementing and maintaining systems and infrastructure ensuring high availability, reliability and performance Minimum Qualifications Bachelor’s Degree in Computer Science, Information Systems, Engineering or equivalent Professional Qualifications Microsoft Certified Systems Engineer (MCSE) ITIL – Foundation course for IT Service Management Certified Information Systems Security Professional AWS Certified Solution Architect Azure Solution Architect Knowledge and Skills Solid experience in software development with proficiency in at least one programming language Strong understanding of data structures, algorithms and object oriented design principles Experience with large scale distributed systems and cloud computing platform Experience with containerisation technologies such as Docker and container orchestration platforms such as Kubernetes Problem management and analysis Communication, articulation and presentation skills including preparing content for roundtable discussions Collaboration and Teamwork Proven ability to convey complex technical concepts to non-technical stakeholders Excellent communication skills both written and verbal If you’re interested in the above job description, please reponed with your comfortable time and I will connect for more details mail id - ac00833300@techmahindra.com. "
